Household Key,Length Of Residence,Number of Roadside calss for Year 1,Number of Roadside calss for Year 2,Number of Roadside calss for Year 3,Roadside Member Cost for Year 1,Roadside Member Cost for Year 2,Roadside Member Cost for Year 3,Member Tenure Years,Years to Cancelled Status,Basic Cost,Calculated Tow Miles,Plus Cost,Premier Cost,Total Cost,Total Number of Roadside Calls,Total Roadside Member Cost,Email Available,Age,Years from most recent Membership Expiration,Years from Join Date,Purchased Product 1,Purchased Product 2,Purchased Product 3,Purchased Product 4,Purchased Product 5,Purchased Product 6,Purchased Product 7,Purchased Product 8,Mail Responder,Home Owner,Opt-Out - Publication,Cash Call,Fleet Indicator,Total Number of Purchased Products,Household Purchased Product,Email Correspondent,Home Renter,No Home Ownership Info,City,Number of Children,Annual Income,Education,Annual Credit Possible,Member Status,Member Type,Renew Method,Motorcycle Indicator,AAA Service Necessity Due Problem 1,AAA Club 1,Vehicle Manufacturer Name 1,AAA Service Necessity Due Problem 2,Vehicle Manufacturer Name 2,AAA Club 2,Number of Members per Household Key,Frequency of use of Roadside Services,Household have used the Roadside Services,Household Group Label,Household Purchase Product Probability,Household Roadside Usage Probability
132975680,90.0,0,0,0,0.0,0.0,0.0,445,350,0.0,0.0,0.0,0.0,0.0,0,0.0,0,100,10,46,0,1,0,0,0,0,0,1,1,1,1,0,1,2,1,1,0,0,RIVERSIDE,2,124500.0,High School,724500.0,ACTIVE,Primary,NOTICE,1,Flat Tire,AAA Northeast,VOLVO,,,,2,0,0,0,0.9999993515942743,0.18545711807362958
133000830,104.20943586284457,4,6,6,2354.0,3531.0,318.0,334,242,2083.6,0.0,0.0,0.0,2083.6,16,6203.0,1,74,0,34,1,0,0,0,0,0,1,0,1,1,1,0,1,2,1,1,0,0,PROVIDENCE,1,162000.0,Unknown,774500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,CADILLAC,Tow,,,5,16,1,0,0.9999995286290481,0.9983510919217136
133011260,150.0,0,18,4,0.0,10462.222222222223,235.55555555555554,443,313,2839.75,0.0,0.0,0.0,2839.75,22,10697.777777777777,1,82,0,45,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,WOONSOCKET,1,44500.0,Some College,674500.0,ACTIVE,Primary,NOTICE,0,Tow,AAA Northeast,CHEVROLET,,,,9,22,1,0,0.9970301681869336,0.9999828900419824
133031300,150.0,36,9,11,2118.6,5296.5,5379.5,214,242,3714.222222222222,4.444444444444445,0.0,0.0,3714.222222222222,56,12794.6,1,60,0,22,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,NEWPORT,0,124500.0,Unknown,774500.0,CANCELLED,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,10,56,1,3,0.010776946398076566,0.999999999532895
133033090,150.0,0,20,0,0.0,1717.0,0.0,470,242,0.0,0.0,0.0,0.0,0.0,20,1717.0,1,73,0,48,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,MIDDLETOWN,0,74500.0,Some College,774500.0,CANCELLED,Primary,NOTICE,0,Tow,AAA Northeast,BUICK,,,,1,20,1,4,0.010776946398076566,0.9999584221262513
133270380,150.0,0,10,3,0.0,5885.0,176.66666666666666,387,242,4100.0,0.0,0.0,0.0,4100.0,13,6061.666666666667,0,71,0,40,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,CRANSTON,0,24500.0,Unknown,724500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,NISSAN,,,,3,13,1,0,0.9970301681869336,0.9970925741720967
133292320,150.0,0,0,0,0.0,0.0,0.0,410,381,0.0,0.0,0.0,0.0,0.0,0,0.0,1,89,3,42,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,PROVIDENCE,0,14500.0,High School,499999.0,CANCELLED,Primary,NOTICE,1,Battery Service,AAA Northeast,INFINITI,,,,1,0,0,1,0.010776946398076566,0.18545711807362958
133354630,102.77539814814814,0,6,4,0.0,3531.0,122.0,286,242,1506.0,0.0,0.0,0.0,1506.0,10,3653.0,1,74,0,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,BRISTOL,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Battery Service,Pioneer Valley,HONDA,,,,5,10,1,1,0.010776946398076566,0.9826252579545584
133396620,150.0,0,0,0,0.0,0.0,0.0,420,242,325.0,0.0,0.0,0.0,325.0,0,0.0,1,80,0,43,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,CRANSTON,1,34500.0,High School,774500.0,CANCELLED,Associate,NOTICE,0,Battery Service,AAA Northeast,SATURN,,,,3,0,0,2,0.010776946398076566,0.18545711807362958
133453000,47.0,0,6,14,0.0,2214.2,4632.0,232,242,884.6,7.5,0.0,0.0,884.6,20,6846.2,1,45,0,24,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,NORTH SCITUATE,0,94500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,20,20,1,3,0.9941377887138593,0.9998934688172773
133566080,150.0,14,23,9,6560.714285714285,2506.4285714285716,350.0,194,242,2243.3333333333335,0.0,0.0,0.0,2243.3333333333335,46,9417.142857142857,1,63,0,20,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,CRANSTON,1,124500.0,Some College,800000.0,ACTIVE,Primary,NOTICE,1,Battery Service,AAA Northeast,FORD,,,,7,46,1,0,0.9970301681869336,0.9999999993428723
133665820,150.0,0,0,0,0.0,0.0,0.0,420,242,300.0,0.0,0.0,0.0,300.0,0,0.0,0,79,0,43,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WARWICK,1,124500.0,Some College,800000.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,PONTIAC,Jump Start,,,1,0,0,4,0.010776946398076566,0.18545711807362958
133759350,150.0,0,0,10,0.0,0.0,530.0,308,101,530.0,0.0,0.0,0.0,530.0,10,530.0,1,74,4,32,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,EAST GREENWICH,0,124500.0,Unknown,800000.0,ACTIVE,Primary,NOTICE,1,Flat Tire,AAA Northeast,HONDA,,,,4,10,1,4,0.010776946398076566,0.9742178515793392
133804050,118.0,0,0,0,0.0,0.0,0.0,330,115,530.0,0.0,0.0,0.0,530.0,0,0.0,1,70,4,34,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WARWICK,1,94500.0,Some College,674500.0,CANCELLED,Primary,NOTICE,0,Battery Service,AAA Northeast,LINCOLN,Lockout,,,4,0,0,4,0.010776946398076566,0.18545711807362958
133818530,150.0,0,10,10,0.0,325.0,5885.0,473,299,427.5,5.0,0.0,0.0,427.5,20,6210.0,0,75,5,48,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WARWICK,2,94500.0,High School,674500.0,CANCELLED,Primary,NOTICE,0,Tow,AAA Northeast,DODGE,,,,3,20,1,4,0.010776946398076566,0.9999185797178957
133861740,150.0,0,0,0,0.0,0.0,0.0,550,550,0.0,0.0,0.0,0.0,0.0,0,0.0,0,74,0,56,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WARWICK,0,94500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,Tow,AAA Northeast,CHEVROLET,,PONTIAC,,1,0,0,4,0.010776946398076566,0.18545711807362958
133900040,100.0,0,0,0,0.0,0.0,0.0,380,71,0.0,0.0,0.0,0.0,0.0,0,0.0,1,76,10,39,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,CRANSTONWARWICK,0,74500.0,Unknown,724500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,4,0,0,3,0.010776946398076566,0.18545711807362958
133906570,110.0,0,15,5,0.0,4823.0,265.0,360,242,512.5,27.5,0.0,0.0,512.5,20,5088.0,0,81,0,37,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,PROVIDENCE,0,14500.0,Some College,499999.0,CANCELLED,Primary,NOTICE,0,Tow,AAA Northeast,VOLVO,,,,4,20,1,4,0.010776946398076566,0.9999418166289917
134105760,104.7144355177415,30,30,0,855.0,885.0,0.0,480,440,280.0,0.0,0.0,0.0,280.0,60,1740.0,0,74,4,49,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,PAWTUCKET,1,54500.0,Completed College,800000.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,BUICK,,,,3,60,1,4,0.010776946398076566,0.9999999999948135
134274320,150.0,8,16,26,260.0,7228.0,788.0,340,126,1417.0,0.0,0.0,0.0,1417.0,50,8276.0,1,75,5,35,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,NORTH SCITUATE,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,SAAB,,,,7,50,1,1,0.6889467861041547,0.9999999999520943
134343810,40.0,10,10,0,5885.0,5885.0,0.0,387,10,3691.0,0.0,0.0,0.0,3691.0,20,11770.0,1,74,3,40,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,JOHNSTON,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Jump Start,AAA Northeast,CHEVROLET,,FORD,,6,20,1,1,0.9970301681869336,0.9995359825630024
134381780,50.0,0,0,0,0.0,0.0,0.0,275,242,530.0,10.0,0.0,0.0,530.0,0,0.0,1,64,0,28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,PROVIDENCE,0,94500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,2,0,0,3,0.010776946398076566,0.18545711807362958
134454140,107.2704081632653,0,30,0,0.0,1590.0,0.0,470,442,530.0,10.0,0.0,0.0,530.0,30,1590.0,0,74,2,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,WARREN,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Battery Service,AAA Northeast,CHEVROLET,Tow,,,3,30,1,1,0.010776946398076566,0.999999872066223
134483980,90.0,0,7,10,0.0,3923.3333333333335,2315.0,490,242,2138.3333333333335,13.333333333333334,0.0,0.0,2138.3333333333335,17,6238.333333333334,1,72,0,50,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,JOHNSTON,0,54500.0,Unknown,724500.0,CANCELLED,Primary,NOTICE,0,Battery Service,Pioneer Valley,HONDA,,,,3,17,1,4,0.010776946398076566,0.9995385379141543
134511030,130.0,0,0,12,0.0,0.0,492.22222222222223,319,239,410.0,21.25,0.0,0.0,410.0,12,492.22222222222223,1,46,0,33,0,0,0,0,0,0,1,1,1,1,1,0,1,2,1,1,0,0,WARWICK,1,94500.0,High School,774500.0,CANCELLED,Associate,NOTICE,0,Battery Service,AAA Northeast,LEXUS,,,,9,12,1,0,0.9999998086449837,0.9905692468661936
134512900,150.0,0,5,0,0.0,2942.5,0.0,385,242,530.0,0.0,0.0,0.0,530.0,5,2942.5,0,90,0,40,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,WARWICK,0,24500.0,Unknown,800000.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,OLDSMOBILE,,,,2,5,1,4,0.010776946398076566,0.8041005280708815
134709460,130.0,0,0,0,0.0,0.0,0.0,410,50,530.0,0.0,0.0,0.0,530.0,0,0.0,1,79,4,42,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,PROVIDENCE,1,54500.0,High School,674500.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,BUICK,,,,5,0,0,4,0.010776946398076566,0.18545711807362958
134715690,102.2601980450521,0,0,30,0.0,0.0,17655.0,490,410,453.3333333333333,23.333333333333332,30.0,0.0,483.3333333333333,30,17655.0,1,74,2,50,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,GREENVILLE,0,124500.0,High School,774500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,FORD,,,,4,30,1,4,0.010776946398076566,0.9999990391673484
134722810,90.0,0,5,0,0.0,2942.5,0.0,295,117,0.0,0.0,0.0,0.0,0.0,5,2942.5,0,77,0,30,0,0,0,0,1,0,1,0,1,1,1,0,1,2,1,1,0,0,PROVIDENCE,0,54500.0,Completed College,724500.0,ACTIVE,Primary,AUTO RENEW,0,Flat Tire,AAA Northeast,SUBARU,,,,2,5,1,0,0.9999853489854007,0.8041005280708815
134734280,100.0,0,5,3,0.0,145.3846153846154,1666.923076923077,172,242,481.8181818181818,29.09090909090909,60.0,0.0,541.8181818181819,8,1812.3076923076924,1,52,0,18,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,PROVIDENCE,0,124500.0,Some College,800000.0,ACTIVE,Associate,NOTICE,0,Battery Service,AAA Northeast,CHEVROLET,,,,13,8,1,2,0.010776946398076566,0.9500574669117798
134748120,150.0,0,20,0,0.0,1177.0,0.0,303,150,0.0,0.0,0.0,0.0,0.0,20,1177.0,0,74,5,31,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,NARRAGANSETT,0,174000.0,Unknown,800000.0,CANCELLED,Associate,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,3,20,1,3,0.010776946398076566,0.9999584221262513
134774110,100.0,7,0,2,4123.333333333333,0.0,70.0,413,235,1811.25,60.0,142.5,0.0,2021.25,9,4193.333333333333,1,91,2,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,LINCOLN,0,14500.0,High School,774500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,HONDA,Jump Start,,,7,9,1,4,0.010776946398076566,0.8701516998544854
134829460,150.0,0,0,0,0.0,0.0,0.0,343,20,530.0,0.0,0.0,0.0,530.0,0,0.0,0,70,2,35,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,CRANSTON,0,124500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,Jump Start,AAA Northeast,CADILLAC,Tow,,,3,0,0,4,0.010776946398076566,0.18545711807362958
135161340,48.0,0,8,8,0.0,265.90909090909093,249.54545454545453,372,0,332.5,2.2,0.0,0.0,332.5,16,515.4545454545455,1,33,1,38,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,ROCKVILLE,0,94500.0,Unknown,499999.0,CANCELLED,Associate,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,12,16,1,3,0.010776946398076566,0.9992808226290641
135257510,140.0,0,5,0,0.0,5942.5,0.0,420,242,0.0,0.0,0.0,0.0,0.0,5,5942.5,0,75,0,43,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,CRANSTON,0,64500.0,Unknown,724500.0,CANCELLED,Associate,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,2,5,1,3,0.010776946398076566,0.8041005280708815
135265190,111.21574634180328,0,10,0,0.0,6485.0,0.0,450,242,3207.5,25.0,30.0,0.0,3507.5,10,6485.0,1,74,0,46,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,NORTH SCITUATE,2,250000.0,Unknown,774500.0,ACTIVE,Primary,AUTO RENEW,0,Flat Tire,AAA Northeast,JEEP,,LEXUS,,2,10,1,4,0.010776946398076566,0.9866664513031345
135281090,150.0,0,10,20,0.0,5885.0,1177.0,680,242,5885.0,80.0,0.0,0.0,5885.0,30,7062.0,0,89,0,69,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,JOHNSTON,0,162000.0,High School,724500.0,ACTIVE,Primary,AUTO RENEW,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,1,30,1,3,0.9900076122585038,0.9999995093629659
135338430,150.0,0,0,0,0.0,0.0,0.0,275,300,300.0,0.0,0.0,0.0,300.0,0,0.0,1,85,10,28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,PROVIDENCE,1,64500.0,Completed College,674500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,FORD,,,,2,0,0,4,0.010776946398076566,0.18545711807362958
135407980,150.0,0,10,0,0.0,5885.0,0.0,353,190,0.0,0.0,0.0,0.0,0.0,10,5885.0,1,81,7,36,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,PROVIDENCE,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Battery Service,AAA Northeast,FORD,Lockout,NISSAN,,3,10,1,1,0.010776946398076566,0.9866664513031345
135470890,140.0,0,0,0,0.0,0.0,0.0,115,99,0.0,0.0,0.0,0.0,0.0,0,0.0,0,63,6,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,NORTH SCITUATE,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,TOYOTA,,,,2,0,0,1,0.010776946398076566,0.18545711807362958
135524280,140.0,7,3,5,2055.0,176.66666666666666,613.3333333333334,338,290,1551.0,30.0,24.0,0.0,1575.0,15,2845.0,1,46,2,35,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,BRISTOL,2,124500.0,Some College,774500.0,ACTIVE,Associate,NOTICE,0,Tow,AAA Northeast,CHEVROLET,,CHRYSLER,,6,15,1,2,0.010776946398076566,0.9943530859548957
135540190,150.0,8,18,8,397.5,777.5,397.5,490,480,438.75,22.5,0.0,0.0,438.75,34,1572.5,1,87,1,50,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,PROVIDENCE,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,TOYOTA,,,,4,34,1,1,0.9941377887138593,0.9999998507130924
135541270,150.0,0,0,0,0.0,0.0,0.0,450,242,0.0,0.0,0.0,0.0,0.0,0,0.0,1,77,0,46,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,JOHNSTON,0,44500.0,Unknown,724500.0,CANCELLED,Primary,NOTICE,0,Flat Tire,AAA Northeast,NISSAN,,,,1,0,0,0,0.9970301681869336,0.18545711807362958
135557330,120.0,20,0,0,650.0,0.0,0.0,470,242,325.0,173.0,0.0,0.0,325.0,20,650.0,1,88,0,48,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,EAST GREENWICH,0,44500.0,Some College,800000.0,CANCELLED,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,1,20,1,3,0.9970301681869336,0.9948436045725928
135558380,150.0,8,17,8,441.6666666666667,883.3333333333334,441.6666666666667,490,480,530.0,0.0,0.0,0.0,530.0,33,1766.6666666666667,0,98,1,50,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,NEWPORT,0,9999.0,Unknown,499999.0,ACTIVE,Primary,AUTO RENEW,0,Lockout,AAA Northeast,CHRYSLER,Tow,,,6,33,1,1,0.9900076122585038,0.9999997337980839
135573510,36.0,0,10,36,0.0,5885.0,2169.285714285714,306,99,1295.0,11.428571428571429,0.0,0.0,1295.0,46,8054.285714285714,1,43,3,32,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,PROVIDENCE,0,24500.0,Completed College,524500.0,CANCELLED,Primary,NOTICE,0,Battery Service,AAA Northeast,HONDA,Flat Tire,,,11,46,1,4,0.010776946398076566,0.9999999998623588
135575790,112.88563531981112,0,10,30,0.0,530.0,1400.0,464,443,496.6666666666667,8.333333333333334,0.0,0.0,496.6666666666667,40,1930.0,0,85,2,47,0,0,0,0,1,0,1,1,1,1,1,1,1,3,1,1,0,0,BARRINGTON,0,187000.0,Some College,800000.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,7,40,1,3,0.9999999990587816,0.9999999970436686
135611760,67.0,0,0,0,0.0,0.0,0.0,363,18,0.0,0.0,0.0,0.0,0.0,0,0.0,1,73,9,37,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,WARWICK,0,44500.0,Unknown,624500.0,CANCELLED,Associate,NOTICE,0,Tow,AAA Northeast,CHEVROLET,,,,3,0,0,1,0.9970301681869336,0.18545711807362958
135628970,122.0,8,0,0,260.0,0.0,0.0,388,242,240.0,0.0,0.0,0.0,1073.5,8,260.0,1,73,0,40,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,WEST WARWICK,0,94500.0,High School,724500.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,FORD,,,,5,8,1,4,0.010776946398076566,0.7715452345153657
135630230,92.0,0,4,2,0.0,2354.0,1177.0,252,279,3207.5,0.0,0.0,0.0,3207.5,6,3531.0,1,40,3,26,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,WARWICK,0,94500.0,Completed College,774500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,BUICK,Jump Start,,,6,6,1,0,0.9970301681869336,0.8648403973889679
135630570,100.0,0,0,0,0.0,0.0,0.0,295,242,530.0,0.0,0.0,0.0,530.0,0,0.0,0,74,0,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,WARWICK,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Tow,AAA Northeast,HYUNDAI,,,,2,0,0,1,0.010776946398076566,0.18545711807362958
135775900,0.0,0,10,0,0.0,530.0,0.0,550,541,530.0,0.0,0.0,0.0,530.0,10,530.0,0,74,1,56,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,EAST GREENWICHWARWICK,0,64500.0,Completed College,774500.0,CANCELLED,Associate,NOTICE,1,Flat Tire,AAA Northeast,HONDA,,,,1,10,1,2,0.010776946398076566,0.9866664513031345
135804410,94.25516565823199,0,0,0,0.0,0.0,0.0,440,360,300.0,26.0,0.0,0.0,300.0,0,0.0,0,74,8,45,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,MIDDLETOWN,0,14500.0,Unknown,800000.0,CANCELLED,Associate,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,1,0,0,3,0.010776946398076566,0.18545711807362958
135814000,10.0,0,7,0,0.0,3923.3333333333335,0.0,390,41,3207.5,0.0,0.0,0.0,3207.5,7,3923.3333333333335,1,78,4,40,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,WARWICK,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,MERCURY,,,,4,7,1,1,0.9900076122585038,0.9288325609242207
135837080,107.76585472847425,0,16,24,0.0,941.6,944.0,97,28,1817.5,10.333333333333334,0.0,0.0,1817.5,40,1885.6,1,74,2,11,0,0,0,0,1,0,0,1,1,1,1,0,1,2,1,1,0,0,NORTH KINGSTOWN,1,124500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,BUICK,Jump Start,CHEVROLET,,7,40,1,0,0.9999709963405663,0.9999999980247569
135839150,70.0,2,8,0,1471.25,4413.75,0.0,380,242,3207.5,22.5,0.0,0.0,3207.5,10,5885.0,1,75,0,39,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,GREENVILLE,0,44500.0,High School,774500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,TOYOTA,Tow,,,4,10,1,0,0.9970301681869336,0.9785740449555183
135918890,116.0,16,16,14,599.7368421052631,5945.0,621.8421052631579,372,390,626.578947368421,45.94736842105263,50.526315789473685,0.0,677.1052631578947,46,7166.578947368422,1,66,0,38,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,CHEPACHET,1,74500.0,High School,774500.0,CANCELLED,Associate,NOTICE,0,Tow,AAA Northeast,JEEP,,,,20,46,1,0,0.9970301681869336,0.9999999985100738
136004720,150.0,0,0,0,0.0,0.0,0.0,405,292,0.0,0.0,0.0,0.0,0.0,0,0.0,0,81,2,42,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,WAKEFIELD,0,9999.0,Unknown,499999.0,CANCELLED,Associate,NOTICE,1,Tow,AAA Northeast,TOYOTA,,,,2,0,0,1,0.010776946398076566,0.18545711807362958
136061230,109.86089591569949,4,0,0,1399.2,0.0,0.0,374,242,530.0,0.0,0.0,0.0,530.0,4,1399.2,1,74,0,38,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,WARWICK,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,MERCEDES-BENZ,,,,5,4,1,1,0.010776946398076566,0.4672038658736726
136068150,150.0,0,8,22,0.0,4413.75,1280.25,207,20,2331.6666666666665,0.0,0.0,0.0,2331.6666666666665,30,5694.0,1,69,3,22,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,PROVIDENCE,0,44500.0,Some College,674500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,LINCOLN,,,,6,30,1,0,0.6889467861041547,0.9999994387739491
136170370,150.0,0,20,10,0.0,18798.0,325.0,506,242,1364.0,155.0,348.0,0.0,4250.0,30,19123.0,1,85,0,52,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,RIVERSIDE,0,124500.0,High School,724500.0,ACTIVE,Associate,NOTICE,1,Battery Service,AAA Northeast,CHRYSLER,,SUBARU,,5,30,1,2,0.010776946398076566,0.9999997494624654
136275860,150.0,8,0,26,4623.928571428572,0.0,3419.6428571428573,248,242,905.3571428571429,14.714285714285714,12.857142857142858,0.0,918.2142857142857,34,8043.571428571429,1,68,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,PROVIDENCE,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Battery Service,AAA Northeast,TOYOTA,,,,14,34,1,1,0.010776946398076566,0.9999994994824553
136312470,150.0,7,14,15,4281.923076923077,814.8461538461538,818.4615384615385,233,242,1337.9166666666667,28.75,20.0,0.0,1380.4166666666667,36,5915.230769230769,1,85,0,24,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,NEWPORT,0,9999.0,Unknown,499999.0,ACTIVE,Primary,AUTO RENEW,0,Battery Service,AAA Northeast,TOYOTA,,,,13,36,1,1,0.010776946398076566,0.9999999409556238
136317520,110.57504914982866,22,30,10,1166.0,15435.0,2927.0,230,195,530.0,8.0,0.0,0.0,530.0,62,19528.0,0,74,4,24,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,CRANSTON,0,64500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,1,Battery Service,AAA Northeast,HONDA,,,,5,62,1,4,0.010776946398076566,0.9999999999995364
136322550,60.0,0,0,10,0.0,0.0,530.0,435,488,0.0,0.0,0.0,0.0,0.0,10,530.0,0,85,10,44,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,PROVIDENCE,1,74500.0,Some College,800000.0,ACTIVE,Associate,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,2,10,1,3,0.9970301681869336,0.9742178515793392
136330640,101.71527105889706,0,10,10,0.0,305.0,530.0,470,242,530.0,0.0,0.0,0.0,530.0,20,835.0,0,74,0,48,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,WEST WARWICK,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,TOYOTA,Flat Tire,,,1,20,1,1,0.9970301681869336,0.9999185797178957
